"S.N","Scrip","Current Balance","Pledge Balance","Locking Balance","Freeze Balance","Free Balance","Demat Pending","Remarks"
"1","AKBSL","10.0","0.0","0.0","0.0","10.0","0.0"," "
"2","BPCL","24.0","0.0","0.0","0.0","24.0","0.0"," "
"3","JOSHI","20.0","0.0","0.0","0.0","20.0","0.0"," "
"4","NMB","15.0","0.0","0.0","0.0","15.0","0.0"," "
"5","PIC","11.0","0.0","0.0","0.0","11.0","0.0"," "
"6","RHPL","10.0","0.0","0.0","0.0","10.0","0.0"," "
"7","SJCL","10.0","0.0","0.0","0.0","10.0","0.0"," "
