open_price,high_price,prev_closing,volume,symbol,low_price,per_change,change_price,ltv,ltp,trans_date
505,8734,stocklive,510,509,509,AIL,10,2020-09-30 14:18:01,0.2,508.00,-1.00
149,17736,stocklive,161,155,152,HURJA,20,2020-09-30 14:18:01,3.23,160.00,5.00
554,3044,stocklive,589,561,589,HBL,10,2020-09-30 14:18:01,0.18,560.00,-1.00
415,17275,stocklive,420,419,416,NIB,109,2020-09-30 14:18:01,0.24,418.00,-1.00
745,8156,stocklive,750,758,746,MERO,70,2020-09-30 14:18:01,1.72,745.00,-13.00
221,42756,stocklive,225,225,223,MEGA,64,2020-09-30 14:18:01,0,225.00,0.00
761,14209,stocklive,780,772,761,PIC,49,2020-09-30 14:18:01,0.26,774.00,2.00
491,17140,stocklive,502,498,498,HGI,470,2020-09-30 14:18:01,0.6,501.00,3.00
206,69208,stocklive,214,212,210,SPDL,207,2020-09-30 14:18:01,2.36,207.00,-5.00
176,27264,stocklive,185,179,176,SJCL,20,2020-09-30 14:18:01,0,179.00,0.00
149,92207,stocklive,157,151,154,RHPC,19,2020-09-30 14:18:01,0.66,152.00,1.00
152,11944,stocklive,164,158,155,CFCL,19,2020-09-30 14:18:01,2.53,162.00,4.00
9,11547,stocklive,9,9,9,NEF,2317,2020-09-30 14:18:01,0.91,8.73,-0.08
176,53228,stocklive,182,180,178,HIDCL,10,2020-09-30 14:18:01,0,180.00,0.00
283,48599,stocklive,300,286,300,PCBL,180,2020-09-30 14:18:01,0,286.00,0.00
259,48916,stocklive,264,262,263,BOKL,47,2020-09-30 14:18:01,0.76,260.00,-2.00
162,99803,stocklive,171,167,171,CBL,188,2020-09-30 14:18:01,1.2,169.00,2.00
608,11648,stocklive,613,613,612,GLICL,200,2020-09-30 14:18:01,0.49,610.00,-3.00
242,25529,stocklive,251,243,243,GBBL,19,2020-09-30 14:18:01,2.47,249.00,6.00
286,62594,stocklive,294,291,290,UPPER,40,2020-09-30 14:18:01,1.37,287.00,-4.00
1454,3004,stocklive,1487,1470,1470,LICN,40,2020-09-30 14:18:01,0.54,1462.00,-8.00
857,13069,stocklive,875,864,864,NABIL,50,2020-09-30 14:18:01,0.58,859.00,-5.00
336,24068,stocklive,342,341,339,SANIMA,32,2020-09-30 14:18:01,0.29,340.00,-1.00
9,5125,stocklive,9,9,9,NIBLPF,898,2020-09-30 14:18:01,1.62,8.79,0.14
399,17155,stocklive,405,406,401,BPCL,10,2020-09-30 14:18:01,0.74,403.00,-3.00
161,17789,stocklive,173,169,172,KPCL,10,2020-09-30 14:18:01,1.18,167.00,-2.00
155,69016,stocklive,168,158,158,SADBL,500,2020-09-30 14:18:01,5.06,166.00,8.00
926,948,stocklive,940,934,926,SPARS,11,2020-09-30 14:18:01,0.64,940.00,6.00
717,13620,stocklive,735,721,725,ALICL,2500,2020-09-30 14:18:01,0.28,723.00,2.00
209,43150,stocklive,215,212,212,NBB,77,2020-09-30 14:18:01,0.47,213.00,1.00
184,22002,stocklive,188,187,187,CCBL,67,2020-09-30 14:18:01,0.53,188.00,1.00
170,268057,stocklive,187,170,178,KSBBL,101,2020-09-30 14:18:01,10,187.00,17.00
191,283632,stocklive,204,194,194,API,1787,2020-09-30 14:18:01,3.09,200.00,6.00
821,1037,stocklive,862,836,821,ALBSL,11,2020-09-30 14:18:01,0,836.00,0.00
544,17455,stocklive,556,551,550,NICL,90,2020-09-30 14:18:01,0.73,555.00,4.00
204,37261,stocklive,210,208,204,CZBIL,10,2020-09-30 14:18:01,0.48,209.00,1.00
220,4642,stocklive,228,220,224,NHDL,10,2020-09-30 14:18:01,0.45,221.00,1.00
153,42738,stocklive,163,158,160,UMHL,47,2020-09-30 14:18:01,1.9,155.00,-3.00
698,8940,stocklive,703,703,700,NTC,10,2020-09-30 14:18:01,0,703.00,0.00
131,18705,stocklive,143,134,132,GRDBL,125,2020-09-30 14:18:01,3.73,139.00,5.00
242,32670,stocklive,255,246,246,SHINE,300,2020-09-30 14:18:01,1.22,249.00,3.00
201,11379,stocklive,211,205,201,HPPL,10,2020-09-30 14:18:01,0.98,203.00,-2.00
354,6897,stocklive,360,358,356,MDB,86,2020-09-30 14:18:01,0.28,357.00,-1.00
3446,4223,stocklive,3500,3478,3450,CIT,30,2020-09-30 14:18:01,0.06,3476.00,-2.00
105,57971,stocklive,115,105,105,UNHPL,50,2020-09-30 14:18:01,9.52,115.00,10.00
144,8079,stocklive,150,147,145,SAPDBL,200,2020-09-30 14:18:01,2.04,150.00,3.00
233,29884,stocklive,235,234,235,MBL,80,2020-09-30 14:18:01,0,234.00,0.00
208,197508,stocklive,218,209,218,AHPC,200,2020-09-30 14:18:01,1.44,212.00,3.00
1360,2620,stocklive,1380,1375,1380,SKBBL,335,2020-09-30 14:18:01,0.73,1365.00,-10.00
202,12412,stocklive,209,205,205,MLBL,1000,2020-09-30 14:18:01,1.46,208.00,3.00
756,6924,stocklive,764,765,760,NLICL,150,2020-09-30 14:18:01,0.39,762.00,-3.00
9,3750,stocklive,9,9,9,LUK,1000,2020-09-30 14:18:01,0.45,8.84,0.04
116,8038,stocklive,124,120,119,PROFL,10,2020-09-30 14:18:01,3.33,124.00,4.00
243,12133,stocklive,248,246,245,LBL,190,2020-09-30 14:18:01,0,246.00,0.00
569,44618,stocklive,601,573,601,NICA,65,2020-09-30 14:18:01,0.17,572.00,-1.00
725,13453,stocklive,740,743,738,SIL,30,2020-09-30 14:18:01,0.4,740.00,-3.00
208,70912,stocklive,215,212,215,KBL,287,2020-09-30 14:18:01,0.47,211.00,-1.00
117,35924,stocklive,129,118,117,KRBL,59,2020-09-30 14:18:01,9.32,129.00,11.00
161,16108,stocklive,175,173,170,RRHP,10,2020-09-30 14:18:01,2.89,168.00,-5.00
178,51057,stocklive,188,185,188,NGPL,11,2020-09-30 14:18:01,1.62,182.00,-3.00
803,42078,stocklive,814,813,809,NIL,300,2020-09-30 14:18:01,0,813.00,0.00
515,5299,stocklive,525,521,525,GBLBS,10,2020-09-30 14:18:01,0.19,520.00,-1.00
174,12998,stocklive,179,176,179,SIFC,258,2020-09-30 14:18:01,1.14,178.00,2.00
235,11233,stocklive,239,237,237,SRBL,100,2020-09-30 14:18:01,0.84,239.00,2.00
9,6100,stocklive,9,9,9,NBF2,2000,2020-09-30 14:18:01,1.22,8.89,-0.11
256,2631,stocklive,265,260,260,RADHI,11,2020-09-30 14:18:01,0.77,258.00,-2.00
900,1062,stocklive,915,911,901,VLBS,13,2020-09-30 14:18:01,0.55,906.00,-5.00
134,14056,stocklive,140,136,138,GUFL,500,2020-09-30 14:18:01,0,136.00,0.00
190,10495,stocklive,204,191,191,ICFC,50,2020-09-30 14:18:01,3.14,197.00,6.00
806,510,stocklive,822,821,806,GMFBS,10,2020-09-30 14:18:01,1.1,812.00,-9.00
745,901,stocklive,767,760,745,NLBBL,14,2020-09-30 14:18:01,0.66,765.00,5.00
633,19594,stocklive,655,645,637,PLIC,10,2020-09-30 14:18:01,0.47,648.00,3.00
181,8360,stocklive,187,184,184,GFCL,1000,2020-09-30 14:18:01,1.09,182.00,-2.00
1360,19468,stocklive,1371,1370,1366,NLIC,50,2020-09-30 14:18:01,0.15,1368.00,-2.00
726,8126,stocklive,738,738,729,SHIVM,50,2020-09-30 14:18:01,0.68,733.00,-5.00
720,4201,stocklive,730,724,730,EBL,50,2020-09-30 14:18:01,0,724.00,0.00
506,16145,stocklive,515,511,510,CHCL,600,2020-09-30 14:18:01,0,511.00,0.00
236,40585,stocklive,239,239,238,PRVU,410,2020-09-30 14:18:01,0.84,237.00,-2.00
11,124150,stocklive,12,11,11,CMF1,2750,2020-09-30 14:18:01,0.71,11.38,0.08
518,8140,stocklive,533,530,533,LGIL,324,2020-09-30 14:18:01,1.13,524.00,-6.00
128,14192,stocklive,135,136,134,BFC,267,2020-09-30 14:18:01,0.74,135.00,-1.00
834,4207,stocklive,845,844,839,SLBBL,50,2020-09-30 14:18:01,0.83,837.00,-7.00
140,12869,stocklive,148,140,142,SINDU,500,2020-09-30 14:18:01,4.29,146.00,6.00
580,20731,stocklive,601,590,601,PRIN,100,2020-09-30 14:18:01,1.36,598.00,8.00
840,5760,stocklive,855,855,846,DDBL,200,2020-09-30 14:18:01,0,855.00,0.00
360,4000,stocklive,365,361,365,NIBPO,2000,2020-09-30 14:18:01,0.28,360.00,-1.00
157,53113,stocklive,171,163,163,BARUN,10,2020-09-30 14:18:01,1.23,165.00,2.00
247,3568,stocklive,252,252,250,TRH,70,2020-09-30 14:18:01,1.98,247.00,-5.00
531,4889,stocklive,539,537,533,IGI,250,2020-09-30 14:18:01,0,537.00,0.00
288,41463,stocklive,300,292,288,SHPC,833,2020-09-30 14:18:01,0.34,293.00,1.00
305,2938,stocklive,310,309,305,EDBL,50,2020-09-30 14:18:01,0.32,310.00,1.00
182,12097,stocklive,189,186,189,SHL,1000,2020-09-30 14:18:01,0,186.00,0.00
310,19845,stocklive,313,313,313,SBL,300,2020-09-30 14:18:01,0,313.00,0.00
840,6320,stocklive,846,847,845,RMDC,15,2020-09-30 14:18:01,0.24,845.00,-2.00
9,10000,stocklive,9,9,9,SEF,4000,2020-09-30 14:18:01,0.66,9.00,-0.06
831,255,stocklive,845,852,845,SMB,11,2020-09-30 14:18:01,1.88,836.00,-16.00
165,12370,stocklive,168,162,165,CORBL,50,2020-09-30 14:18:01,3.09,167.00,5.00
170,18470,stocklive,188,178,170,TMDBL,10,2020-09-30 14:18:01,4.49,186.00,8.00
520,22842,stocklive,528,529,520,EIC,100,2020-09-30 14:18:01,0.19,528.00,-1.00
539,2831,stocklive,549,550,540,RSDC,50,2020-09-30 14:18:01,0.55,547.00,-3.00
417,16109,stocklive,428,423,423,UIC,340,2020-09-30 14:18:01,0.47,425.00,2.00
165,7937,stocklive,170,167,165,PFL,133,2020-09-30 14:18:01,1.8,170.00,3.00
1157,1003,stocklive,1194,1171,1171,GILB,43,2020-09-30 14:18:01,0,1171.00,0.00
514,10003,stocklive,529,530,529,PICL,50,2020-09-30 14:18:01,0.19,529.00,-1.00
10,19550,stocklive,10,10,10,SAEF,1000,2020-09-30 14:18:01,0.1,10.38,0.01
213,48101,stocklive,220,215,213,NCCB,26,2020-09-30 14:18:01,0.47,216.00,1.00
1764,1660,stocklive,1861,1773,1861,HDL,100,2020-09-30 14:18:01,0.39,1780.00,7.00
159,14121,stocklive,166,165,165,GMFIL,490,2020-09-30 14:18:01,1.21,163.00,-2.00
940,860,stocklive,960,951,940,SMFBS,10,2020-09-30 14:18:01,0.95,960.00,9.00
720,1045,stocklive,739,730,720,KMCDB,10,2020-09-30 14:18:01,0.68,735.00,5.00
1549,864,stocklive,1552,1555,1551,FOWAD,13,2020-09-30 14:18:01,0.19,1552.00,-3.00
125,4546,stocklive,129,130,129,SFCL,1000,2020-09-30 14:18:01,1.54,128.00,-2.00
1307,10194,stocklive,1325,1324,1307,SICL,15,2020-09-30 14:18:01,0.53,1317.00,-7.00
965,1195,stocklive,970,972,970,NUBL,50,2020-09-30 14:18:01,0.72,965.00,-7.00
305,7415,stocklive,307,306,306,MFIL,550,2020-09-30 14:18:01,0.33,305.00,-1.00
123,18646,stocklive,128,125,127,MPFL,10000,2020-09-30 14:18:01,0.8,124.00,-1.00
200,10174,stocklive,204,202,204,JFL,200,2020-09-30 14:18:01,0.99,200.00,-2.00
825,1229,stocklive,830,830,826,NMBMF,60,2020-09-30 14:18:01,0,830.00,0.00
1245,1270,stocklive,1250,1255,1250,SWBBL,100,2020-09-30 14:18:01,0.72,1246.00,-9.00
913,1004,stocklive,917,928,915,MMFDB,100,2020-09-30 14:18:01,1.51,914.00,-14.00
420,13743,stocklive,447,426,447,SBI,135,2020-09-30 14:18:01,0.47,424.00,-2.00
720,390,stocklive,745,742,728,GLBSL,20,2020-09-30 14:18:01,0.13,741.00,-1.00
775,548,stocklive,794,785,775,SLBSL,13,2020-09-30 14:18:01,0.64,780.00,-5.00
699,7062,stocklive,708,708,704,NLG,20,2020-09-30 14:18:01,0.71,703.00,-5.00
675,326,stocklive,680,685,675,MSMBS,35,2020-09-30 14:18:01,1.17,677.00,-8.00
155,22832,stocklive,165,163,163,RLFL,500,2020-09-30 14:18:01,1.23,165.00,2.00
9975,480,stocklive,10174,10150,10110,RBCLPO,15,2020-09-30 14:18:01,0,10150.00,0.00
801,1395,stocklive,818,813,810,ILBS,11,2020-09-30 14:18:01,0.25,815.00,2.00
252,4428,stocklive,262,263,262,UFL,10,2020-09-30 14:18:01,1.9,258.00,-5.00
9,1200,stocklive,9,9,9,GIMES1,200,2020-09-30 14:18:01,1.32,9.20,0.12
1026,714,stocklive,1040,1049,1040,NLBSL,10,2020-09-30 14:18:01,1.33,1035.00,-14.00
9,51900,stocklive,9,9,9,NIBSF1,900,2020-09-30 14:18:01,0.42,9.45,-0.04
830,1098,stocklive,848,858,841,SABSL,100,2020-09-30 14:18:01,1.86,842.00,-16.00
890,3206,stocklive,905,906,901,SIC,47,2020-09-30 14:18:01,0.11,905.00,-1.00
692,1081,stocklive,701,705,701,CLBSL,11,2020-09-30 14:18:01,1.56,694.00,-11.00
684,9331,stocklive,715,676,684,NADEP,23,2020-09-30 14:18:01,2.02,690.00,13.64
1512,587,stocklive,1540,1542,1512,NMFBS,16,2020-09-30 14:18:01,1.43,1520.00,-22.00
9,7100,stocklive,9,9,9,NICGF,1100,2020-09-30 14:18:01,0.53,9.30,-0.05
185,25000,stocklive,185,185,185,MNBBLP,20000,2020-09-30 14:18:01,0,185.00,0.00
935,18,stocklive,935,943,935,SLBS,18,2020-09-30 14:18:01,0.85,935.00,-8.00
9,500,stocklive,9,9,9,NICBF,200,2020-09-30 14:18:01,1.24,8.79,-0.11
380,4396,stocklive,385,385,385,OHL,94,2020-09-30 14:18:01,1.3,380.00,-5.00
10,2073,stocklive,10,10,10,NMBHF1,1077,2020-09-30 14:18:01,0,10.00,0.00
9,400,stocklive,9,9,9,SFMF,300,2020-09-30 14:18:01,1.98,9.28,0.18
682,500,stocklive,695,694,694,NSEWA,40,2020-09-30 14:18:01,1.3,685.00,-9.00
9,4400,stocklive,9,9,9,NMB50,200,2020-09-30 14:18:01,0.43,9.26,-0.04
3405,262,stocklive,3450,3448,3448,STC,20,2020-09-30 14:18:01,1.25,3405.00,-43.00
734,180,stocklive,740,742,740,MLBBL,51,2020-09-30 14:18:01,0.27,740.00,-2.00
1105,607,stocklive,1124,1122,1105,LLBS,10,2020-09-30 14:18:01,0.62,1115.00,-7.00
9,3500,stocklive,9,8,9,LEMF,500,2020-09-30 14:18:01,3.44,8.72,0.29
1055,241,stocklive,1065,1074,1055,USLB,22,2020-09-30 14:18:01,1.58,1057.00,-17.00
1335,171,stocklive,1389,1361,1335,JSLBB,50,2020-09-30 14:18:01,2.06,1389.00,28.00
6570,14,stocklive,6570,6697,6570,BNT,14,2020-09-30 14:18:01,1.9,6570.00,-127.00
1075,25,stocklive,1075,1075,1075,NICAD8283,25,2020-09-30 14:18:01,0,1075.00,0.00
ltv,trans_date,ltp,high_price,source,prev_closing,change_price,per_change,volume,open_price,low_price,symbol
339,2020-09-30 15:00:00,720.00,735,stocklive,721,-1.00,0.14,17534,725,717,ALICL
10,2020-09-30 15:00:00,178.00,182,stocklive,180,-2.00,1.11,99446,178,175,HIDCL
10,2020-09-30 15:00:00,851.00,860,stocklive,853,-2.00,0.23,132294,860,846,NRIC
490,2020-09-30 15:00:00,192.00,200,stocklive,194,-2.00,1.03,47762,193,185,RHPL
100,2020-09-30 15:00:00,98.00,99,stocklive,90,8.00,8.89,955573,92,91,NHPC
20,2020-09-30 15:00:00,181.00,185,stocklive,179,2.00,1.12,41564,176,176,SJCL
50,2020-09-30 15:00:00,326.00,344,stocklive,328,-2.00,0.61,160289,344,323,NBL
10,2020-09-30 15:00:00,212.00,214,stocklive,212,0.00,0,97684,210,206,SPDL
59,2020-09-30 15:00:00,181.00,188,stocklive,178,3.00,1.69,30165,170,170,TMDBL
10,2020-09-30 15:00:00,243.00,245,stocklive,228,15.00,6.58,416810,227,227,AKPL
242,2020-09-30 15:00:00,218.00,220,stocklive,215,3.00,1.4,76250,213,213,NCCB
10,2020-09-30 15:00:00,415.00,415,stocklive,414,1.00,0.24,116461,414,412,NMB
500,2020-09-30 15:00:00,571.00,601,stocklive,573,-2.00,0.35,60813,601,569,NICA
10,2020-09-30 15:00:00,134.00,137,stocklive,125,9.00,7.2,271394,127,125,UPCL
100,2020-09-30 15:00:00,200.00,204,stocklive,194,6.00,3.09,374315,194,191,API
230,2020-09-30 15:00:00,1380.00,1380,stocklive,1375,5.00,0.36,6027,1380,1360,SKBBL
10,2020-09-30 15:00:00,813.00,817,stocklive,813,0.00,0,52869,809,803,NIL
10,2020-09-30 15:00:00,238.00,239,stocklive,239,-1.00,0.42,81817,238,236,PRVU
200,2020-09-30 15:00:00,153.00,157,stocklive,151,2.00,1.32,122476,154,149,RHPC
10,2020-09-30 15:00:00,169.00,173,stocklive,169,0.00,0,21951,172,161,KPCL
10,2020-09-30 15:00:00,621.00,626,stocklive,626,-5.00,0.8,36350,624,617,RLI
36,2020-09-30 15:00:00,200.00,204,stocklive,202,-2.00,0.99,16532,204,199,JFL
20,2020-09-30 15:00:00,207.00,209,stocklive,205,2.00,0.98,19726,205,202,MLBL
10,2020-09-30 15:00:00,906.00,910,stocklive,906,0.00,0,7022,901,890,SIC
20,2020-09-30 15:00:00,168.00,174,stocklive,173,-5.00,2.89,21670,173,164,PPCL
500,2020-09-30 15:00:00,11.45,12,stocklive,11,0.15,1.33,193650,11,11,CMF1
50,2020-09-30 15:00:00,699.00,708,stocklive,708,-9.00,1.27,11207,704,699,NLG
30,2020-09-30 15:00:00,257.00,265,stocklive,260,-3.00,1.15,3755,260,256,RADHI
1000,2020-09-30 15:00:00,325.00,327,stocklive,327,-2.00,0.61,31200,327,322,MNBBL
2086,2020-09-30 15:00:00,214.00,218,stocklive,209,5.00,2.39,313810,218,208,AHPC
100,2020-09-30 15:00:00,197.00,204,stocklive,191,6.00,3.14,13942,191,190,ICFC
490,2020-09-30 15:00:00,121.00,121,stocklive,110,11.00,10,59627,115,107,JOSHI
419,2020-09-30 15:00:00,246.00,248,stocklive,246,0.00,0,13151,245,243,LBL
10,2020-09-30 15:00:00,11122.00,11380,stocklive,11360,-238.00,2.1,450,11270,11100,RBCL
10,2020-09-30 15:00:00,289.00,294,stocklive,291,-2.00,0.69,92553,290,286,UPPER
10,2020-09-30 15:00:00,210.00,215,stocklive,208,2.00,0.96,34150,204,200,LEC
3,2020-09-30 15:00:00,697.00,715,stocklive,676,20.64,3.05,10966,684,684,NADEP
80,2020-09-30 15:00:00,556.00,589,stocklive,561,-5.00,0.89,4804,589,554,HBL
10,2020-09-30 15:00:00,150.00,150,stocklive,137,13.00,9.49,30198,140,138,PMHPL
200,2020-09-30 15:00:00,167.00,168,stocklive,158,9.00,5.7,102180,158,155,SADBL
50,2020-09-30 15:00:00,510.00,515,stocklive,511,-1.00,0.2,23735,510,506,CHCL
80,2020-09-30 15:00:00,731.00,740,stocklive,738,-7.00,0.95,21336,729,726,SHIVM
10,2020-09-30 15:00:00,357.00,360,stocklive,359,-2.00,0.56,24501,355,355,NRN
500,2020-09-30 15:00:00,165.00,171,stocklive,163,2.00,1.23,65053,163,157,BARUN
10,2020-09-30 15:00:00,507.00,512,stocklive,509,-2.00,0.39,13257,509,505,AIL
1000,2020-09-30 15:00:00,193.00,201,stocklive,191,2.00,1.05,82133,189,189,LBBL
20,2020-09-30 15:00:00,734.00,739,stocklive,730,4.00,0.55,1465,720,720,KMCDB
10,2020-09-30 15:00:00,153.00,154,stocklive,145,8.00,5.52,31136,145,134,MHNL
100,2020-09-30 15:00:00,256.00,262,stocklive,263,-7.00,2.66,5378,262,252,UFL
13,2020-09-30 15:00:00,780.00,794,stocklive,785,-5.00,0.64,635,775,775,SLBSL
32,2020-09-30 15:00:00,163.00,168,stocklive,163,0.00,0,32132,163,155,RLFL
893,2020-09-30 15:00:00,183.00,187,stocklive,184,-1.00,0.54,10903,184,181,GFCL
10,2020-09-30 15:00:00,385.00,385,stocklive,385,0.00,0,5412,385,380,OHL
122,2020-09-30 15:00:00,3469.00,3500,stocklive,3478,-9.00,0.26,5141,3450,3446,CIT
100,2020-09-30 15:00:00,129.00,129,stocklive,118,11.00,9.32,48935,117,117,KRBL
13,2020-09-30 15:00:00,646.00,656,stocklive,645,1.00,0.16,24362,637,633,PLIC
20,2020-09-30 15:00:00,500.00,505,stocklive,498,2.00,0.4,24704,498,491,HGI
200,2020-09-30 15:00:00,655.00,672,stocklive,660,-5.00,0.76,7805,635,635,SCB
30,2020-09-30 15:00:00,748.00,751,stocklive,758,-10.00,1.32,9001,746,734,MERO
30,2020-09-30 15:00:00,573.00,579,stocklive,578,-5.00,0.87,16468,570,568,FMDBL
200,2020-09-30 15:00:00,239.00,240,stocklive,237,2.00,0.84,32864,237,235,SRBL
617,2020-09-30 15:00:00,150.00,153,stocklive,140,10.00,7.14,26680,142,140,SINDU
74,2020-09-30 15:00:00,910.00,915,stocklive,911,-1.00,0.11,1220,901,900,VLBS
200,2020-09-30 15:00:00,418.00,420,stocklive,419,-1.00,0.24,30228,416,415,NIB
100,2020-09-30 15:00:00,149.00,158,stocklive,152,-3.00,1.97,33750,152,147,CHL
10,2020-09-30 15:00:00,187.00,189,stocklive,187,0.00,0,30889,187,184,CCBL
100,2020-09-30 15:00:00,169.00,171,stocklive,167,2.00,1.2,122146,171,162,CBL
10,2020-09-30 15:00:00,608.00,612,stocklive,601,7.00,1.16,48975,599,596,SLICL
349,2020-09-30 15:00:00,246.00,251,stocklive,243,3.00,1.23,29643,243,242,GBBL
50,2020-09-30 15:00:00,1365.00,1371,stocklive,1370,-5.00,0.36,33821,1366,1360,NLIC
1058,2020-09-30 15:00:00,1111.00,1116,stocklive,1115,-4.00,0.36,13446,1100,1100,CBBL
20,2020-09-30 15:00:00,157.00,161,stocklive,155,2.00,1.29,24486,152,149,HURJA
11,2020-09-30 15:00:00,184.00,191,stocklive,179,5.00,2.79,111507,177,176,JBBL
11,2020-09-30 15:00:00,1318.00,1325,stocklive,1324,-6.00,0.45,13647,1307,1307,SICL
10,2020-09-30 15:00:00,820.00,831,stocklive,813,7.00,0.86,1879,810,801,ILBS
308,2020-09-30 15:00:00,590.00,601,stocklive,590,0.00,0,29640,601,580,PRIN
500,2020-09-30 15:00:00,313.00,314,stocklive,313,0.00,0,27374,313,310,SBL
10,2020-09-30 15:00:00,762.00,767,stocklive,760,2.00,0.26,1061,745,745,NLBBL
10,2020-09-30 15:00:00,757.00,764,stocklive,765,-8.00,1.05,9355,760,756,NLICL
81,2020-09-30 15:00:00,265.00,270,stocklive,268,-3.00,1.12,71296,270,264,GBIME
100,2020-09-30 15:00:00,423.00,428,stocklive,423,0.00,0,21915,423,417,UIC
140,2020-09-30 15:00:00,184.00,189,stocklive,186,-2.00,1.08,15650,189,182,SHL
10,2020-09-30 15:00:00,138.00,140,stocklive,136,2.00,1.47,18066,138,134,GUFL
50,2020-09-30 15:00:00,526.00,529,stocklive,530,-4.00,0.75,12003,529,514,PICL
45,2020-09-30 15:00:00,162.00,164,stocklive,158,4.00,2.53,20978,155,152,CFCL
10,2020-09-30 15:00:00,203.00,211,stocklive,205,-2.00,0.98,15163,201,201,HPPL
20,2020-09-30 15:00:00,212.00,215,stocklive,212,0.00,0,50561,212,209,NBB
10,2020-09-30 15:00:00,163.00,166,stocklive,165,-2.00,1.21,18351,165,159,GMFIL
90,2020-09-30 15:00:00,527.00,533,stocklive,530,-3.00,0.57,10503,533,518,LGIL
157,2020-09-30 15:00:00,424.00,447,stocklive,426,-2.00,0.47,15510,447,420,SBI
10,2020-09-30 15:00:00,740.00,750,stocklive,742,-2.00,0.27,574,728,720,GLBSL
400,2020-09-30 15:00:00,224.00,225,stocklive,225,-1.00,0.44,57126,223,221,MEGA
20,2020-09-30 15:00:00,850.00,853,stocklive,858,-8.00,0.93,1545,841,830,SABSL
10,2020-09-30 15:00:00,951.00,969,stocklive,951,0.00,0,1481,940,940,SMFBS
10,2020-09-30 15:00:00,702.00,703,stocklive,703,-1.00,0.14,12460,700,698,NTC
10,2020-09-30 15:00:00,122.00,122,stocklive,111,11.00,9.91,32137,109,109,AKJCL
13,2020-09-30 15:00:00,832.00,832,stocklive,830,2.00,0.24,2182,826,825,NMBMF
138,2020-09-30 15:00:00,116.00,116,stocklive,106,10.00,9.43,16755,106,106,KKHC
50,2020-09-30 15:00:00,771.00,780,stocklive,772,-1.00,0.13,16734,761,761,PIC
10,2020-09-30 15:00:00,130.00,130,stocklive,119,11.00,9.24,651062,124,122,HDHPC
1000,2020-09-30 15:00:00,10.40,10,stocklive,10,0.03,0.29,48550,10,10,SAEF
100,2020-09-30 15:00:00,209.00,210,stocklive,208,1.00,0.48,50056,204,204,CZBIL
460,2020-09-30 15:00:00,135.00,135,stocklive,136,-1.00,0.74,19527,134,128,BFC
750,2020-09-30 15:00:00,128.00,129,stocklive,130,-2.00,1.54,6321,129,125,SFCL
14,2020-09-30 15:00:00,155.00,163,stocklive,158,-3.00,1.9,52510,160,153,UMHL
100,2020-09-30 15:00:00,286.00,300,stocklive,286,0.00,0,58060,300,283,PCBL
76,2020-09-30 15:00:00,611.00,614,stocklive,613,-2.00,0.33,17017,612,608,GLICL
10,2020-09-30 15:00:00,838.00,845,stocklive,844,-6.00,0.71,4467,839,834,SLBBL
100,2020-09-30 15:00:00,839.00,862,stocklive,836,3.00,0.36,1696,821,821,ALBSL
100,2020-09-30 15:00:00,720.00,730,stocklive,724,-4.00,0.55,10455,730,719,EBL
10,2020-09-30 15:00:00,18200.00,18200,stocklive,17895,305.00,1.7,10,18200,18200,UNL
200,2020-09-30 15:00:00,9.60,10,stocklive,9,0.25,2.67,18580,9,9,NICGF
130,2020-09-30 15:00:00,1554.00,1554,stocklive,1555,-1.00,0.06,1102,1551,1549,FOWAD
30,2020-09-30 15:00:00,910.00,917,stocklive,928,-18.00,1.94,1507,915,910,MMFDB
391,2020-09-30 15:00:00,187.00,187,stocklive,170,17.00,10,273028,178,170,KSBBL
15,2020-09-30 15:00:00,249.00,255,stocklive,246,3.00,1.22,37497,246,242,SHINE
26,2020-09-30 15:00:00,436.00,445,stocklive,438,-2.00,0.46,37898,445,434,ADBL
10,2020-09-30 15:00:00,797.00,808,stocklive,805,-8.00,0.99,295,796,795,GGBSL
10,2020-09-30 15:00:00,859.00,875,stocklive,864,-5.00,0.58,22250,864,857,NABIL
50,2020-09-30 15:00:00,139.00,143,stocklive,134,5.00,3.73,22355,132,131,GRDBL
110,2020-09-30 15:00:00,305.00,308,stocklive,306,-1.00,0.33,12845,306,305,MFIL
40,2020-09-30 15:00:00,169.00,175,stocklive,173,-4.00,2.31,23348,170,161,RRHP
10,2020-09-30 15:00:00,121.00,124,stocklive,120,1.00,0.83,12733,119,116,PROFL
300,2020-09-30 15:00:00,179.00,188,stocklive,185,-6.00,3.24,68746,188,178,NGPL
108,2020-09-30 15:00:00,258.00,264,stocklive,262,-4.00,1.53,54273,263,258,BOKL
40,2020-09-30 15:00:00,1098.00,1124,stocklive,1122,-24.00,2.14,2303,1105,1098,LLBS
10,2020-09-30 15:00:00,248.00,252,stocklive,252,-4.00,1.59,7293,250,245,TRH
50,2020-09-30 15:00:00,855.00,855,stocklive,855,0.00,0,5891,846,840,DDBL
315,2020-09-30 15:00:00,233.00,236,stocklive,234,-1.00,0.43,36315,235,233,MBL
500,2020-09-30 15:00:00,520.00,528,stocklive,521,-1.00,0.19,9144,525,515,GBLBS
300,2020-09-30 15:00:00,339.00,342,stocklive,341,-2.00,0.59,35431,339,336,SANIMA
50,2020-09-30 15:00:00,526.00,530,stocklive,529,-3.00,0.57,30139,520,520,EIC
