open_price,high_price,prev_closing,volume,symbol,low_price,per_change,change_price,ltv,ltp,trans_date
1570,1584,1570,1575.00,,889,19,0.63,-10.00,1585,2020-09-07 14:00:58,FOWAD
231,236,235,232.00,,22991,10,1.69,-4.00,236,2020-09-07 14:00:58,BOKL
315,332,315,323.00,,14687,1522,0.62,-2.00,325,2020-09-07 14:00:58,MNBBL
10,10,10,10.18,,74575,2000,1.8,0.18,10,2020-09-07 14:00:58,SAEF
158,167,167,160.00,,6498,10,5.88,-10.00,170,2020-09-07 14:00:58,HPPL
2936,3111,2940,3090.00,,1464,10,3.17,95.00,2995,2020-09-07 14:00:58,STC
68,72,72,68.00,,920,30,6.85,-5.00,73,2020-09-07 14:00:58,GHL
1535,1545,1545,1540.00,,253,26,0.65,10.00,1530,2020-09-07 14:00:58,NMFBS
341,345,343,345.00,,5326,700,0.58,2.00,343,2020-09-07 14:00:58,OHL
155,157,157,157.00,,4752,25,1.95,3.00,154,2020-09-07 14:00:58,SIFC
700,725,717,710.00,,4142,16,2.07,-15.00,725,2020-09-07 14:00:58,NLBBL
790,800,800,800.00,,950,10,0.62,-5.00,805,2020-09-07 14:00:58,GMFBS
139,143,140,142.00,,6509,100,2.9,4.00,138,2020-09-07 14:00:58,NGPL
11,11,11,11.00,,26900,3000,0.09,-0.01,11,2020-09-07 14:00:58,NICGF
143,150,150,143.00,,1481,573,0,0.00,143,2020-09-07 14:00:58,SADBL
147,151,148,148.00,,535,36,0.67,-1.00,149,2020-09-07 14:00:58,PFL
686,704,692,696.00,,12623,43,0.57,-4.00,700,2020-09-07 14:00:58,MERO
141,143,142,142.00,,11721,100,1.39,-2.00,144,2020-09-07 14:00:58,KSBBL
770,784,770,784.00,,142,10,0.26,2.00,782,2020-09-07 14:00:58,NMBMF
422,429,426,424.00,,18164,13,1.17,-5.00,429,2020-09-07 14:00:58,ADBL
802,820,812,820.00,,1327,10,0.99,8.00,812,2020-09-07 14:00:58,SABSL
408,422,415,417.00,,21533,200,0.71,-3.00,420,2020-09-07 14:00:58,UIC
417,435,435,427.00,,5662,100,1.16,-5.00,432,2020-09-07 14:00:58,SBI
895,928,925,912.00,,1130,200,0.22,2.00,910,2020-09-07 14:00:58,MMFDB
725,738,736,738.00,,2783,300,0.27,-2.00,740,2020-09-07 14:00:58,NLG
732,749,740,740.00,,25843,131,0.4,-3.00,743,2020-09-07 14:00:58,PIC
840,856,852,856.00,,205,100,1.5,-13.00,869,2020-09-07 14:00:58,SMB
110,113,112,111.00,,3243,12,1.77,-2.00,113,2020-09-07 14:00:58,UMHL
790,810,800,804.00,,1248,100,0.5,4.00,800,2020-09-07 14:00:58,SLBSL
508,525,508,514.00,,9244,200,0.19,-1.00,515,2020-09-07 14:00:58,IGI
436,460,460,436.00,,6645,10,9.92,-48.00,484,2020-09-07 14:00:58,NRN
105,106,106,106.00,,230,10,1.85,-2.00,108,2020-09-07 14:00:58,KRBL
1048,1098,1048,1098.00,,17819,22,9.91,99.00,999,2020-09-07 14:00:58,USLB
1161,1200,1200,1169.00,,1078,255,0.34,-4.00,1173,2020-09-07 14:00:58,GILB
56,58,56,57.00,,313,10,0,0.00,57,2020-09-07 14:00:58,KKHC
448,471,457,457.00,,11389,230,1.3,-6.00,463,2020-09-07 14:00:58,HGI
191,195,191,194.00,,6106,81,0,0.00,194,2020-09-07 14:00:58,MLBL
686,709,709,701.00,,98,11,1.13,-8.00,709,2020-09-07 14:00:58,MSMBS
739,765,739,764.00,,334,10,1.87,14.00,750,2020-09-07 14:00:58,MLBBL
785,805,785,790.00,,130,20,1.37,-11.00,801,2020-09-07 14:00:58,GGBSL
1071,1073,1072,1071.00,,105,25,0.09,1.00,1070,2020-09-07 14:00:58,NICAD8283
870,889,880,889.00,,2643,99,0.68,6.00,883,2020-09-07 14:00:58,WOMI
9,9,9,8.85,,23000,800,0,0.00,9,2020-09-07 14:00:58,LEMF
107,112,108,108.00,,1561,21,1.89,2.00,106,2020-09-07 14:00:58,MPFL
173,177,177,173.00,,385,200,3.35,-6.00,179,2020-09-07 14:00:58,NFS
963,980,970,968.00,,340,10,2.02,-20.00,988,2020-09-07 14:00:58,SMFBS
9,9,9,9.24,,22800,2000,0.11,-0.01,9,2020-09-07 14:00:58,NIBSF1
8575,8600,8575,8600.00,,70,20,2.3,193.00,8407,2020-09-07 14:00:58,RBCLPO
85,90,90,85.00,,6265,10,6.59,-6.00,91,2020-09-07 14:00:58,MHNL
116,119,117,117.00,,3490,50,1.74,2.00,115,2020-09-07 14:00:58,GRDBL
296,299,296,299.00,,802,10,0,0.00,299,2020-09-07 14:00:58,EDBL
922,930,922,923.00,,130,13,1.28,-12.00,935,2020-09-07 14:00:58,VLBS
6397,6397,6397,6397.00,,10,10,1.99,125.00,6272,2020-09-07 14:00:58,BNT
125,127,127,126.00,,813,20,2.33,-3.00,129,2020-09-07 14:00:58,GMFIL
695,713,700,713.00,,396,34,0.56,4.00,709,2020-09-07 14:00:58,NSEWA
151,151,151,151.00,,12530,12530,0.67,1.00,150,2020-09-07 14:00:58,GBIMEP
169,170,169,170.00,,882,30,0,0.00,170,2020-09-07 14:00:58,TMDBL
10,11,10,10.44,,5600,1000,1.85,0.19,10,2020-09-07 14:00:58,CMF1
150,151,150,151.00,,2141,500,0,0.00,151,2020-09-07 14:00:58,GFCL
104,104,104,104.00,,450,150,0.95,-1.00,105,2020-09-07 14:00:58,PROFL
100,109,101,109.00,,3860,75,5.83,6.00,103,2020-09-07 14:00:58,HURJA
123,125,125,125.00,,3372,209,0.79,-1.00,126,2020-09-07 14:00:58,SINDU
1571,1571,1571,1571.00,,121,121,0,0.00,1571,2020-09-07 14:00:58,BBC
123,123,123,123.00,,60,10,0,0.00,123,2020-09-07 14:00:58,CORBL
193,193,193,193.00,,50,50,1.53,-3.00,196,2020-09-07 14:00:58,UFL
683,696,683,696.00,,453,233,3.94,26.38,670,2020-09-07 14:00:58,NLBSL
98,99,99,98.00,,320,100,3.16,3.00,95,2020-09-07 14:00:58,HDHPC
1031,1031,1031,1031.00,,25,25,0.1,1.00,1030,2020-09-07 14:00:58,NIBD2082
9,9,9,9.22,,300,300,0,0.00,9,2020-09-07 14:00:58,SFMF
242,250,242,250.00,,352820,352800,5.04,12.00,238,2020-09-07 14:00:58,NMBPO
ltv,symbol,change_price,source,trans_date,prev_closing,low_price,ltp,open_price,high_price,per_change,volume
10,KPCL,-1.00,stocklive,2020-09-30 14:00:01,169,161,168.00,172,173,0.59,17490
500,CHCL,-1.00,stocklive,2020-09-30 14:00:01,511,506,510.00,510,515,0.2,11978
10,CIT,-10.00,stocklive,2020-09-30 14:00:01,3478,3446,3468.00,3450,3500,0.29,3668
20,MERO,-11.00,stocklive,2020-09-30 14:00:01,758,746,747.00,746,750,1.45,5936
10,GBLBS,-2.00,stocklive,2020-09-30 14:00:01,521,515,519.00,525,525,0.38,4607
40,RHPL,-4.00,stocklive,2020-09-30 14:00:01,194,185,190.00,193,200,2.06,25773
1000,NHPC,7.00,stocklive,2020-09-30 14:00:01,90,91,97.00,92,99,7.78,625398
10,RRHP,-4.00,stocklive,2020-09-30 14:00:01,173,161,169.00,170,175,2.31,15798
10,LEC,2.00,stocklive,2020-09-30 14:00:01,208,200,210.00,204,215,0.96,22450
220,SLICL,8.00,stocklive,2020-09-30 14:00:01,601,596,609.00,599,609,1.33,39936
500,HDHPC,9.00,stocklive,2020-09-30 14:00:01,119,122,128.00,124,130,7.56,523338
11,ILBS,2.00,stocklive,2020-09-30 14:00:01,813,801,815.00,810,818,0.25,1395
200,NIL,-2.00,stocklive,2020-09-30 14:00:01,813,803,811.00,809,813,0.25,40232
40,BARUN,-1.00,stocklive,2020-09-30 14:00:01,163,157,162.00,163,171,0.61,53103
200,SICL,-8.00,stocklive,2020-09-30 14:00:01,1324,1307,1316.00,1307,1325,0.6,9860
10,RLI,-6.00,stocklive,2020-09-30 14:00:01,626,617,620.00,624,626,0.96,26190
40,NRIC,-4.00,stocklive,2020-09-30 14:00:01,853,846,849.00,860,860,0.47,87199
50,UPCL,9.00,stocklive,2020-09-30 14:00:01,125,125,134.00,127,137,7.2,208754
10,AIL,-3.00,stocklive,2020-09-30 14:00:01,509,505,506.00,509,510,0.59,8054
50,PRVU,-1.00,stocklive,2020-09-30 14:00:01,239,236,238.00,238,238,0.42,30079
29,GLICL,-3.00,stocklive,2020-09-30 14:00:01,613,608,610.00,612,613,0.49,8797
50,SADBL,8.00,stocklive,2020-09-30 14:00:01,158,155,166.00,158,168,5.06,60769
11,RADHI,-3.00,stocklive,2020-09-30 14:00:01,260,256,257.00,260,265,1.15,2519
10,SDLBSL,-9.00,stocklive,2020-09-30 14:00:01,823,814,814.00,814,820,1.09,1300
100,SHL,-2.00,stocklive,2020-09-30 14:00:01,186,182,184.00,189,189,1.08,10060
20,JOSHI,8.00,stocklive,2020-09-30 14:00:01,110,107,118.00,115,121,7.27,35425
851,GMFIL,-4.00,stocklive,2020-09-30 14:00:01,165,159,161.00,165,166,2.42,12121
400,NLICL,-2.00,stocklive,2020-09-30 14:00:01,765,756,763.00,760,764,0.26,6244
70,LGIL,-10.00,stocklive,2020-09-30 14:00:01,530,518,520.00,533,533,1.89,6920
15,KRBL,10.00,stocklive,2020-09-30 14:00:01,118,117,128.00,117,128,8.47,27420
1000,KSBBL,17.00,stocklive,2020-09-30 14:00:01,170,170,187.00,178,187,10,264380
110,GMFBS,-11.00,stocklive,2020-09-30 14:00:01,821,806,810.00,806,822,1.34,500
59,PCBL,0.00,stocklive,2020-09-30 14:00:01,286,283,286.00,300,300,0,47019
1000,CCBL,0.00,stocklive,2020-09-30 14:00:01,187,184,187.00,187,187,0,16798
100,CFCL,2.00,stocklive,2020-09-30 14:00:01,158,152,160.00,155,160,1.27,9330
50,ICFC,9.00,stocklive,2020-09-30 14:00:01,191,190,200.00,191,204,4.71,7650
32,SRBL,2.00,stocklive,2020-09-30 14:00:01,237,235,239.00,237,239,0.84,6918
500,SANIMA,0.00,stocklive,2020-09-30 14:00:01,341,336,341.00,339,342,0,21418
300,MEGA,-1.00,stocklive,2020-09-30 14:00:01,225,221,224.00,223,224,0.44,39441
500,ADBL,-3.00,stocklive,2020-09-30 14:00:01,438,434,435.00,445,445,0.68,28710
50,UPPER,-5.00,stocklive,2020-09-30 14:00:01,291,286,286.00,290,294,1.72,57690
40,IGI,0.00,stocklive,2020-09-30 14:00:01,537,531,537.00,533,539,0,4108
25,HIDCL,-2.00,stocklive,2020-09-30 14:00:01,180,176,178.00,178,182,1.11,49481
16,JBBL,7.00,stocklive,2020-09-30 14:00:01,179,176,186.00,177,191,3.91,58572
100,NCCB,4.00,stocklive,2020-09-30 14:00:01,215,213,219.00,213,220,1.86,47766
439,PLIC,0.00,stocklive,2020-09-30 14:00:01,645,633,645.00,637,646,0,16558
87,NMB,0.00,stocklive,2020-09-30 14:00:01,414,412,414.00,414,415,0,87920
5000,CMF1,0.14,stocklive,2020-09-30 14:00:01,11,11,11.44,11,12,1.24,116300
10,KKHC,10.00,stocklive,2020-09-30 14:00:01,106,106,116.00,106,116,9.43,15517
10,NRN,0.00,stocklive,2020-09-30 14:00:01,359,355,359.00,355,360,0,17520
30,MHNL,-1.00,stocklive,2020-09-30 14:00:01,145,134,144.00,145,151,0.69,26037
20,HURJA,6.00,stocklive,2020-09-30 14:00:01,155,149,161.00,152,161,3.87,17236
500,API,5.00,stocklive,2020-09-30 14:00:01,194,191,199.00,194,204,2.58,252795
10,HPPL,-2.00,stocklive,2020-09-30 14:00:01,205,201,203.00,201,211,0.98,8899
600,LBBL,5.00,stocklive,2020-09-30 14:00:01,191,189,196.00,189,201,2.62,40164
99,NIB,-2.00,stocklive,2020-09-30 14:00:01,419,415,417.00,416,420,0.48,16267
20,NICL,1.00,stocklive,2020-09-30 14:00:01,551,544,552.00,550,556,0.18,15826
500,ALICL,1.00,stocklive,2020-09-30 14:00:01,721,717,722.00,725,735,0.14,9162
25,GRDBL,8.00,stocklive,2020-09-30 14:00:01,134,131,142.00,132,142,5.97,16300
760,NLG,-6.00,stocklive,2020-09-30 14:00:01,708,699,702.00,704,708,0.85,6842
70,GBIME,-2.00,stocklive,2020-09-30 14:00:01,268,264,266.00,270,270,0.75,43241
10,UFL,-5.00,stocklive,2020-09-30 14:00:01,263,252,258.00,262,262,1.9,4428
43,PRIN,0.00,stocklive,2020-09-30 14:00:01,590,580,590.00,601,601,0,18567
22,NLIC,-6.00,stocklive,2020-09-30 14:00:01,1370,1360,1364.00,1366,1371,0.44,18121
200,EIC,-4.00,stocklive,2020-09-30 14:00:01,529,520,525.00,520,528,0.76,20055
16,MLBL,3.00,stocklive,2020-09-30 14:00:01,205,202,208.00,205,209,1.46,11112
10,AKJCL,11.00,stocklive,2020-09-30 14:00:01,111,109,122.00,109,122,9.91,25291
20,SBI,-5.00,stocklive,2020-09-30 14:00:01,426,420,421.00,447,447,1.17,8608
20,SCB,-3.00,stocklive,2020-09-30 14:00:01,660,635,657.00,635,672,0.45,3884
200,GIMES1,0.12,stocklive,2020-09-30 14:00:01,9,9,9.20,9,9,1.32,1200
500,GBBL,7.00,stocklive,2020-09-30 14:00:01,243,242,250.00,243,250,2.88,20354
30,GHL,11.00,stocklive,2020-09-30 14:00:01,111,112,122.00,112,122,9.91,18364
1800,AKPL,8.00,stocklive,2020-09-30 14:00:01,228,227,236.00,227,241,3.51,310454
300,MBL,1.00,stocklive,2020-09-30 14:00:01,234,233,235.00,235,235,0.43,23237
422,CBL,1.00,stocklive,2020-09-30 14:00:01,167,162,168.00,171,171,0.6,97249
25,SAPDBL,3.00,stocklive,2020-09-30 14:00:01,147,144,150.00,145,150,2.04,4879
20,PPCL,-2.00,stocklive,2020-09-30 14:00:01,173,164,171.00,173,174,1.16,18500
11,SMB,-10.00,stocklive,2020-09-30 14:00:01,852,831,842.00,845,845,1.17,234
100,SLBBL,1.00,stocklive,2020-09-30 14:00:01,844,834,845.00,839,845,0.12,4057
20,SJCL,-1.00,stocklive,2020-09-30 14:00:01,179,176,178.00,176,185,0.56,25160
575,NBL,-3.00,stocklive,2020-09-30 14:00:01,328,323,325.00,344,344,0.91,64325
500,SHPC,0.00,stocklive,2020-09-30 14:00:01,292,288,292.00,288,300,0,34582
15,SKBBL,-11.00,stocklive,2020-09-30 14:00:01,1375,1360,1364.00,1380,1380,0.8,2060
44,MNBBL,-2.00,stocklive,2020-09-30 14:00:01,327,322,325.00,327,327,0.61,20755
100,EBL,-1.00,stocklive,2020-09-30 14:00:01,724,720,723.00,730,730,0.14,4061
10,NLBSL,-14.00,stocklive,2020-09-30 14:00:01,1049,1026,1035.00,1040,1040,1.33,714
1000,SIL,-5.00,stocklive,2020-09-30 14:00:01,743,725,738.00,738,738,0.67,12960
358,SHINE,6.00,stocklive,2020-09-30 14:00:01,246,242,252.00,246,255,2.44,31612
500,NTC,-3.00,stocklive,2020-09-30 14:00:01,703,698,700.00,700,700,0.43,8920
900,NIBSF1,-0.04,stocklive,2020-09-30 14:00:01,9,9,9.45,9,9,0.42,51900
100,UIC,-2.00,stocklive,2020-09-30 14:00:01,423,417,421.00,423,428,0.47,14000
200,CZBIL,1.00,stocklive,2020-09-30 14:00:01,208,204,209.00,204,210,0.48,33528
421,BOKL,-3.00,stocklive,2020-09-30 14:00:01,262,259,259.00,263,264,1.15,42113
50,MFIL,0.00,stocklive,2020-09-30 14:00:01,306,305,306.00,306,307,0,6854
188,BPCL,-4.00,stocklive,2020-09-30 14:00:01,406,399,402.00,401,405,0.99,16928
200,LBL,-1.00,stocklive,2020-09-30 14:00:01,246,243,245.00,245,248,0.41,11189
100,SABSL,-16.00,stocklive,2020-09-30 14:00:01,858,830,842.00,841,848,1.86,1098
13,VLBS,-9.00,stocklive,2020-09-30 14:00:01,911,900,902.00,901,902,0.99,968
520,EDBL,0.00,stocklive,2020-09-30 14:00:01,309,305,309.00,305,310,0,2838
10,AHPC,2.00,stocklive,2020-09-30 14:00:01,209,208,211.00,218,218,0.96,180971
47,SIC,-1.00,stocklive,2020-09-30 14:00:01,906,890,905.00,901,905,0.11,3206
10,PMHPL,10.00,stocklive,2020-09-30 14:00:01,137,138,147.00,140,149,7.3,24501
53,PFL,0.00,stocklive,2020-09-30 14:00:01,167,165,167.00,165,167,0,2085
300,TMDBL,10.00,stocklive,2020-09-30 14:00:01,178,170,188.00,170,188,5.62,16240
500,GUFL,-1.00,stocklive,2020-09-30 14:00:01,136,134,135.00,138,140,0.74,10455
20,KBL,-1.00,stocklive,2020-09-30 14:00:01,212,208,211.00,215,215,0.47,58437
80,NABIL,-4.00,stocklive,2020-09-30 14:00:01,864,857,860.00,864,875,0.46,11640
100,LUK,0.00,stocklive,2020-09-30 14:00:01,9,9,8.80,9,9,0,2650
14,RHPC,3.00,stocklive,2020-09-30 14:00:01,151,149,154.00,154,157,1.99,81147
400,MPFL,0.00,stocklive,2020-09-30 14:00:01,125,123,125.00,127,128,0,7130
130,BFC,-4.00,stocklive,2020-09-30 14:00:01,136,128,132.00,134,135,2.94,11618
41,NMBMF,-4.00,stocklive,2020-09-30 14:00:01,830,825,826.00,826,830,0.48,1073
45,SPDL,-4.00,stocklive,2020-09-30 14:00:01,212,206,208.00,210,214,1.89,55952
11,NGPL,-5.00,stocklive,2020-09-30 14:00:01,185,178,180.00,188,188,2.7,47897
225,NUBL,-5.00,stocklive,2020-09-30 14:00:01,972,966,967.00,970,970,0.51,1095
416,RSDC,-5.00,stocklive,2020-09-30 14:00:01,550,539,545.00,540,549,0.91,2686
10,NHDL,1.00,stocklive,2020-09-30 14:00:01,220,220,221.00,224,228,0.45,4562
50,SHIVM,-3.00,stocklive,2020-09-30 14:00:01,738,726,735.00,729,738,0.41,8026
50,LICN,-11.00,stocklive,2020-09-30 14:00:01,1470,1454,1459.00,1470,1487,0.75,2072
168,NICA,-1.00,stocklive,2020-09-30 14:00:01,573,569,572.00,601,601,0.17,39893
50,UNHPL,10.00,stocklive,2020-09-30 14:00:01,105,105,115.00,105,115,9.52,57701
100,MDB,-1.00,stocklive,2020-09-30 14:00:01,358,354,357.00,356,360,0.28,5523
500,RLFL,0.00,stocklive,2020-09-30 14:00:01,163,155,163.00,163,164,0,21052
22,NBB,3.00,stocklive,2020-09-30 14:00:01,212,209,215.00,212,215,1.42,39722
187,HGI,-6.00,stocklive,2020-09-30 14:00:01,498,491,492.00,498,502,1.2,14948
100,FMDBL,-6.00,stocklive,2020-09-30 14:00:01,578,568,572.00,570,579,1.04,7751
17,RMDC,-2.00,stocklive,2020-09-30 14:00:01,847,840,845.00,845,846,0.24,6238
11,CLBSL,-11.00,stocklive,2020-09-30 14:00:01,705,692,694.00,701,701,1.56,1081
500,CHL,1.00,stocklive,2020-09-30 14:00:01,152,147,153.00,152,158,0.66,32078
10,UMHL,-1.00,stocklive,2020-09-30 14:00:01,158,156,157.00,160,163,0.63,37026
14,SBL,-2.00,stocklive,2020-09-30 14:00:01,313,310,311.00,313,313,0.64,16295
23,NADEP,13.64,stocklive,2020-09-30 14:00:01,676,684,690.00,684,715,2.02,9331
10,NLBBL,7.00,stocklive,2020-09-30 14:00:01,760,745,767.00,745,767,0.92,837
12,PIC,-7.00,stocklive,2020-09-30 14:00:01,772,761,765.00,761,775,0.91,10203
440,GFCL,-3.00,stocklive,2020-09-30 14:00:01,184,181,181.00,184,187,1.63,7360
500,CORBL,5.00,stocklive,2020-09-30 14:00:01,162,165,167.00,165,168,3.09,11920
800,JFL,-2.00,stocklive,2020-09-30 14:00:01,202,200,200.00,204,204,0.99,5774
16,NMFBS,-22.00,stocklive,2020-09-30 14:00:01,1542,1512,1520.00,1512,1540,1.43,587
1100,NICGF,-0.05,stocklive,2020-09-30 14:00:01,9,9,9.30,9,9,0.53,7100
40,DDBL,-9.00,stocklive,2020-09-30 14:00:01,855,840,846.00,846,850,1.05,5360
30,CBBL,-8.00,stocklive,2020-09-30 14:00:01,1115,1100,1107.00,1100,1110,0.72,6360
20,MMFDB,-13.00,stocklive,2020-09-30 14:00:01,928,913,915.00,915,917,1.4,904
15,GILB,2.00,stocklive,2020-09-30 14:00:01,1171,1157,1173.00,1171,1194,0.17,773
10,DHPL,9.00,stocklive,2020-09-30 14:00:01,96,100,105.00,100,105,9.38,26364
500,PROFL,1.00,stocklive,2020-09-30 14:00:01,120,116,121.00,119,121,0.83,5248
500,SPARS,1.00,stocklive,2020-09-30 14:00:01,934,926,935.00,926,935,0.11,907
20000,MNBBLP,0.00,stocklive,2020-09-30 14:00:01,185,185,185.00,185,185,0,25000
10,KMCDB,5.00,stocklive,2020-09-30 14:00:01,730,720,735.00,720,739,0.68,1025
45,SWBBL,-5.00,stocklive,2020-09-30 14:00:01,1255,1245,1250.00,1250,1250,0.4,1160
5000,SAEF,0.04,stocklive,2020-09-30 14:00:01,10,10,10.41,10,10,0.39,13550
500,NBF2,0.02,stocklive,2020-09-30 14:00:01,9,9,9.02,9,9,0.22,1100
18,SLBS,-8.00,stocklive,2020-09-30 14:00:01,943,935,935.00,935,935,0.85,18
94,PICL,-10.00,stocklive,2020-09-30 14:00:01,530,514,520.00,529,529,1.89,7583
12,SINDU,7.00,stocklive,2020-09-30 14:00:01,140,140,147.00,142,148,5,11739
11,MSMBS,-8.00,stocklive,2020-09-30 14:00:01,685,675,677.00,675,680,1.17,246
200,NICBF,-0.11,stocklive,2020-09-30 14:00:01,9,9,8.79,9,9,1.24,500
500,SIFC,-1.00,stocklive,2020-09-30 14:00:01,176,174,175.00,179,179,0.57,7935
10,GLBSL,-2.00,stocklive,2020-09-30 14:00:01,742,720,740.00,728,745,0.27,360
10,SMFBS,-9.00,stocklive,2020-09-30 14:00:01,951,940,942.00,940,960,0.95,840
94,OHL,-5.00,stocklive,2020-09-30 14:00:01,385,380,380.00,385,385,1.3,4396
1077,NMBHF1,0.00,stocklive,2020-09-30 14:00:01,10,10,10.00,10,10,0,2073
10,GGBSL,-10.00,stocklive,2020-09-30 14:00:01,805,795,795.00,796,796,1.24,205
250,SFCL,-4.00,stocklive,2020-09-30 14:00:01,130,125,126.00,129,129,3.08,1686
50,FOWAD,-3.00,stocklive,2020-09-30 14:00:01,1555,1549,1552.00,1551,1552,0.19,832
300,SFMF,0.18,stocklive,2020-09-30 14:00:01,9,9,9.28,9,9,1.98,400
88,ALBSL,-1.00,stocklive,2020-09-30 14:00:01,836,821,835.00,821,862,0.12,970
13,SLBSL,-5.00,stocklive,2020-09-30 14:00:01,785,775,780.00,775,794,0.64,435
50,NFS,-15.00,stocklive,2020-09-30 14:00:01,262,236,247.00,275,288,5.73,21829
40,NSEWA,-9.00,stocklive,2020-09-30 14:00:01,694,682,685.00,694,695,1.3,500
414,NEF,-0.09,stocklive,2020-09-30 14:00:01,9,9,8.72,9,9,1.02,4655
10,RBCLPO,-150.00,stocklive,2020-09-30 14:00:01,10150,9975,10000.00,10110,10174,1.48,465
20,TRH,-5.00,stocklive,2020-09-30 14:00:01,252,247,247.00,250,252,1.98,3103
10,RBCL,-210.00,stocklive,2020-09-30 14:00:01,11360,11100,11150.00,11270,11270,1.85,350
100,HDL,0.00,stocklive,2020-09-30 14:00:01,1773,1764,1773.00,1861,1861,0,1360
100,HBL,-5.00,stocklive,2020-09-30 14:00:01,561,554,556.00,589,589,0.89,2934
200,NMB50,-0.04,stocklive,2020-09-30 14:00:01,9,9,9.26,9,9,0.43,4400
20,STC,-43.00,stocklive,2020-09-30 14:00:01,3448,3405,3405.00,3448,3450,1.25,262
51,MLBBL,-2.00,stocklive,2020-09-30 14:00:01,742,734,740.00,740,740,0.27,180
10,LLBS,-7.00,stocklive,2020-09-30 14:00:01,1122,1105,1115.00,1105,1124,0.62,607
500,LEMF,0.29,stocklive,2020-09-30 14:00:01,8,9,8.72,9,9,3.44,3500
22,USLB,-17.00,stocklive,2020-09-30 14:00:01,1074,1055,1057.00,1055,1065,1.58,241
5000,SEF,0.04,stocklive,2020-09-30 14:00:01,9,9,9.10,9,9,0.44,5000
50,JSLBB,28.00,stocklive,2020-09-30 14:00:01,1361,1335,1389.00,1335,1389,2.06,171
1000,NIBPO,-1.00,stocklive,2020-09-30 14:00:01,361,360,360.00,365,365,0.28,2000
125,NIBLPF,-0.03,stocklive,2020-09-30 14:00:01,9,9,8.62,9,9,0.35,125
14,BNT,-127.00,stocklive,2020-09-30 14:00:01,6697,6570,6570.00,6570,6570,1.9,14
25,NICAD8283,0.00,stocklive,2020-09-30 14:00:01,1075,1075,1075.00,1075,1075,0,25
low_price,volume,source,high_price,prev_closing,open_price,symbol,ltv,trans_date,per_change,ltp,change_price
1100,10168,stocklive,1115,1115,1100,CBBL,250,2020-09-30 14:18:01,0,1115.00,0.00
355,18610,stocklive,360,359,355,NRN,10,2020-09-30 14:18:01,0,359.00,0.00
227,359751,stocklive,245,228,227,AKPL,1000,2020-09-30 14:18:01,5.26,240.00,12.00
264,46785,stocklive,270,268,270,GBIME,19,2020-09-30 14:18:01,0.75,266.00,-2.00
134,26557,stocklive,151,145,145,MHNL,30,2020-09-30 14:18:01,0.69,144.00,-1.00
814,1340,stocklive,820,823,814,SDLBSL,10,2020-09-30 14:18:01,0.97,815.00,-8.00
846,90149,stocklive,860,853,860,NRIC,40,2020-09-30 14:18:01,0.35,850.00,-3.00
189,59002,stocklive,201,191,189,LBBL,90,2020-09-30 14:18:01,2.09,195.00,4.00
617,29260,stocklive,626,626,624,RLI,10,2020-09-30 14:18:01,0.96,620.00,-6.00
635,4900,stocklive,672,660,635,SCB,20,2020-09-30 14:18:01,0.45,657.00,-3.00
176,74555,stocklive,191,179,177,JBBL,300,2020-09-30 14:18:01,2.79,184.00,5.00
91,660652,stocklive,99,90,92,NHPC,76,2020-09-30 14:18:01,8.89,98.00,8.00
125,216314,stocklive,137,125,127,UPCL,50,2020-09-30 14:18:01,8,135.00,10.00
596,43028,stocklive,612,601,599,SLICL,77,2020-09-30 14:18:01,1.83,612.00,11.00
323,77010,stocklive,344,328,344,NBL,46,2020-09-30 14:18:01,0.61,326.00,-2.00
412,100085,stocklive,415,414,414,NMB,10,2020-09-30 14:18:01,0.24,415.00,1.00
236,22139,stocklive,288,262,275,NFS,75,2020-09-30 14:18:01,6.49,245.00,-17.00
185,36322,stocklive,200,194,193,RHPL,10,2020-09-30 14:18:01,2.06,190.00,-4.00
106,15829,stocklive,116,106,106,KKHC,10,2020-09-30 14:18:01,9.43,116.00,10.00
200,24240,stocklive,215,208,204,LEC,10,2020-09-30 14:18:01,0.96,210.00,2.00
138,26018,stocklive,149,137,140,PMHPL,10,2020-09-30 14:18:01,7.3,147.00,10.00
100,27395,stocklive,105,96,100,DHPL,1010,2020-09-30 14:18:01,9.38,105.00,9.00
147,32588,stocklive,158,152,152,CHL,500,2020-09-30 14:18:01,0,152.00,0.00
795,235,stocklive,797,805,796,GGBSL,10,2020-09-30 14:18:01,0.99,797.00,-8.00
107,39250,stocklive,121,110,115,JOSHI,20,2020-09-30 14:18:01,8.18,119.00,9.00
112,18764,stocklive,122,111,112,GHL,20,2020-09-30 14:18:01,9.91,122.00,11.00
322,21677,stocklive,327,327,327,MNBBL,185,2020-09-30 14:18:01,0,327.00,0.00
164,18900,stocklive,174,173,173,PPCL,20,2020-09-30 14:18:01,2.31,169.00,-4.00
434,29372,stocklive,445,438,445,ADBL,10,2020-09-30 14:18:01,0.23,437.00,-1.00
122,571544,stocklive,130,119,124,HDHPC,366,2020-09-30 14:18:01,9.24,130.00,11.00
11100,399,stocklive,11299,11360,11270,RBCL,30,2020-09-30 14:18:01,0.54,11299.00,-61.00
109,26291,stocklive,122,111,109,AKJCL,20,2020-09-30 14:18:01,9.91,122.00,11.00
568,8518,stocklive,579,578,570,FMDBL,30,2020-09-30 14:18:01,0.52,575.00,-3.00
