2021-09-06,ACLBSL,0,1500.00,1540.00,1490.00,2035,3105180.5,60,1522.00,1500.00,1525.89,1938.00,691.00,0,2021-09-06 14:24:54.694015
2021-09-06,ADBL,0,529.00,549.00,519.10,62931,33908925,566,548.20,529.00,538.83,620.00,398.00,0,2021-09-06 14:24:54.694015
2021-09-06,ADBLD83,0,1045.00,1056.00,1045.00,455,476900,7,1046.00,1046.00,1048.13,1150.00,344.00,0,2021-09-06 14:24:54.694015
2021-09-06,AHPC,0,640.00,700.00,637.00,556593,374387005.3,2760,691.00,641.50,672.64,785.00,115.00,0,2021-09-06 14:24:54.694015
2021-09-06,AIL,0,773.00,803.00,760.10,9270,7267906.8,191,796.00,767.00,784.02,1125.00,500.00,0,2021-09-06 14:24:54.694015
2021-09-06,AKJCL,0,370.00,412.50,370.00,12639,4901861.9,174,405.00,375.00,387.84,502.00,60.00,0,2021-09-06 14:24:54.694015
2021-09-06,AKPL,0,540.00,592.00,530.00,233685,133310429.6,1484,589.50,540.90,570.47,882.40,156.00,0,2021-09-06 14:24:54.694015
2021-09-06,ALBSL,0,1750.00,1824.00,1717.00,3743,6629517.8,55,1805.00,1740.00,1771.18,2101.20,788.00,0,2021-09-06 14:24:54.694015
2021-09-06,ALICL,0,1268.20,1423.00,1268.20,37811,50731732,262,1379.00,1294.00,1341.72,1565.00,700.00,0,2021-09-06 14:24:54.694015
2021-09-06,API,0,433.00,476.00,425.00,301457,136367638.5,2238,470.00,433.00,452.36,670.00,124.00,0,2021-09-06 14:24:54.694015
2021-09-06,BARUN,0,524.00,575.00,505.00,29852,16289820.7,233,573.00,524.00,545.69,763.40,103.00,0,2021-09-06 14:24:54.694015
2021-09-06,BBC,0,5916.00,6270.00,5831.00,717,4366089,45,6199.00,5800.00,6089.38,8208.00,1571.00,0,2021-09-06 14:24:54.694015
2021-09-06,BFC,0,480.80,539.00,471.00,76934,39489752.7,729,538.80,490.60,513.29,630.00,99.00,0,2021-09-06 14:24:54.694015
2021-09-06,BNT,0,9950.00,10500.00,9950.00,100,1022010,9,10500.00,9801.00,10220.10,12178.00,6149.00,0,2021-09-06 14:24:54.694015
2021-09-06,BOKL,0,359.00,379.00,354.90,71876,26451795.3,534,376.00,362.00,368.02,433.20,229.00,0,2021-09-06 14:24:54.694015
2021-09-06,BPCL,0,540.00,574.00,525.00,93482,51830933.2,848,568.00,535.00,554.45,703.00,369.00,0,2021-09-06 14:24:54.694015
2021-09-06,CBBL,0,1780.00,1823.00,1779.00,23731,42742193.1,470,1821.00,1780.00,1801.11,2065.20,1062.00,0,2021-09-06 14:24:54.694015
2021-09-06,CBL,0,262.00,272.00,261.00,103775,27741884.4,650,270.00,261.20,267.33,316.00,141.00,0,2021-09-06 14:24:54.694015
2021-09-06,CCBL,0,258.00,270.00,257.00,104247,27521922.5,660,268.20,258.00,264.01,324.00,169.00,0,2021-09-06 14:24:54.694015
2021-09-06,CFCL,0,613.00,686.50,591.00,163974,107495450.6,771,686.00,624.10,655.56,814.90,122.00,0,2021-09-06 14:24:54.694015
2021-09-06,CGH,0,1519.00,1590.00,1519.00,12301,19113584.8,217,1552.00,1548.90,1553.82,2800.00,159.00,0,2021-09-06 14:24:54.694015
